inputs,label
"[0.021436377243361893, 0.0017345289524555163, 0.020257723317398585, 0.004930464264072704, 0.05379156371715266, 0.02086568598165464, 0.009184530786936929, 0.011543738862833497, 0.0012742666906153388, 0.03231097271330058, 0.026512134746324537, 0.039503224339689225, 0.020584075374130456, 0.047252904701061374, 0.000782942364691841, 0.030070770934641347, 0.06109646051437731, 0.021660304929735127, 0.017968268668680093, 0.12823529411764711, 0.05838779956427026, 0.22862745098039222]",1
"[0.07523060641508972, 0.03648706227959447, 0.0037099608234882897, 0.005912802380904414, 0.05114952737054279, 0.014248007655432215, 0.004392334493680816, 0.03270389578944294, 0.007105610157585374, 0.054077063315410734, 0.0452770592949792, 0.04148580302416985, 0.0073824160573437575, 0.09044896035662357, 0.03724144476203689, 0.006415604392392679, 0.09100608111969949, 0.031688303182107316, 0.03105801364772169, 0.22117647058823525, 0.21307189542483662, 0.10882352941176454]",1
"[0.042951620166988114, 0.015738106212410397, 0.014528139435933785, 0.002135802736783432, 0.01670644552430267, 0.0350494408403044, 0.01401017437718155, 0.04316346671092952, 0.023777790337315002, 0.023334621103533904, 0.011395135083160951, 0.029502041709821347, 0.019793025595677402, 0.050891205466171006, 0.03880759020230751, 0.03923550474420352, 0.0200699129162345, 0.029107828709527606, 0.02032627966909059, 0.13215686274509814, 0.02352941176470591, 0.08156862745098031]",1
"[0.0025936365352638435, 0.015355315505342082, 0.011931988371350233, 0.004692855945018309, 0.01095887136301782, 0.03856846032534586, 0.010455001348878667, 0.009716835359295073, 0.0015828067361502995, 0.0005375860249629549, 0.019345703567829775, 0.00021153561872128135, 0.0059112327734363035, 0.048492701347950085, 0.029146348290656265, 0.027008133751750762, 0.061040711038693046, 0.03887866009837983, 0.022340220746357803, 0.19686274509803925, 0.14640522875816991, 0.11666666666666659]",1
"[0.07957187431103635, 0.05859882712366815, 0.0026718476640145983, 0.0038997256716255535, 0.029470189643692635, 0.004653746558977795, 0.011561606107923783, 0.002038454477931606, 0.01392550659118491, 0.015444369382225542, 0.049381376078132824, 0.06214135912186139, 0.015860774392673763, 0.053757772090639255, 0.010104374995191623, 0.00680773950487186, 0.004763209443954225, 0.03497620007827702, 0.02863199283851678, 0.20588235294117646, 0.16688453159041405, 0.05117647058823521]",1
"[0.0012285208959815774, 0.01844963086674667, 0.005657775442993895, 0.0032418185742920103, 0.011715659666047151, 0.005027454524070801, 0.006366755493604215, 0.03701316879882244, 0.006324559364786514, 0.05379974985019603, 0.032136724592159466, 0.036026460386717335, 0.02046087365933455, 0.03781410993153656, 0.00867851054129054, 0.017599599640607394, 0.06320688094456134, 0.013458030615443733, 0.01974814071581857, 0.1298039215686274, 0.14335511982570792, 0.10882352941176476]",1
"[0.05107201815514034, 0.12999141992738128, 0.008693682321811641, 0.019775700715969263, 0.018630711543351275, 0.0033909634320351267, 0.009688031748052106, 0.028996264598129234, 0.014962435264820412, 0.056165352285364345, 0.015939240550206485, 0.09185030679480934, 0.024590845106515158, 0.03569274972869385, 0.014762619078935835, 0.011298042157945831, 0.042489975720915896, 0.01767367031404468, 0.010349995976394882, 0.030588235294117694, 0.014379084967320432, 0.6452941176470588]",1
"[0.001252872297561658, 0.010774770755648089, 0.01097411538167059, 0.014273509725159172, 0.004554013648444766, 0.006360871952677066, 0.02753687494627788, 0.01229921178013818, 0.005299553851099564, 0.048270883769037765, 0.027864203672972904, 0.023213684215933617, 0.0198506115109644, 0.02743589888432923, 0.009599627771968822, 0.0007944883493402055, 0.035824134034509986, 0.023521521098960774, 0.021425305087907603, 0.09411764705882353, 0.03180827886710236, 0.2531372549019607]",1
"[0.0832865728297108, 0.036970785754813384, 0.012422297502882818, 0.003577309325083766, 0.004609579700178723, 0.007142066270440672, 0.016939188731572075, 0.012826343810308893, 0.003725616773991608, 0.05760877178131851, 0.0722977355783275, 0.011331878667807688, 0.027662117238438644, 0.053558725209871136, 0.04070042971709176, 0.008112084247228202, 0.08327790372153544, 0.005819587120238376, 0.018905863815460583, 0.04235294117647059, 0.15555555555555567, 0.2101960784313725]",1
"[0.041823208818136004, 0.0461564134177293, 0.014550245277235474, 0.02599456536871894, 0.1074818178163186, 0.03731742432351037, 0.04512339703111912, 0.019932041638320463, 0.004352994893466605, 0.08075169565954565, 0.03514975370240461, 0.033955981654955864, 0.004853265233670717, 0.1253795284720953, 0.016682717805865388, 0.04493144574792733, 0.11480064702677828, 0.051304175842780755, 0.04732702901963816, 0.034901960784313735, 0.24008714596949893, 0.26392156862745103]",1
